state_name,state,congress,s_upper,s_lower,race_type,election_name,voter_power,D_running,R_running,R_running_2,D_link,R_link,R_link_2,cook_rating
Pennsylvania,42,,34,,State Leg (Upper),State Senate District 34,0,,,,,,
Pennsylvania,42,,35,,State Leg (Upper),State Senate District 35,14,,,,,,
Pennsylvania,42,,36,,State Leg (Upper),State Senate District 36,0,,,,,,
Pennsylvania,42,,37,,State Leg (Upper),State Senate District 37,100,Nicole Ruscitto,Devlin Robinson (incumbent),,https://nicoleforpa.com/,https://electiondeniers.org/,
Pennsylvania,42,,38,,State Leg (Upper),State Senate District 38,0,,,,,,
Pennsylvania,42,,39,,State Leg (Upper),State Senate District 39,17,,,,,,
Pennsylvania,42,,40,,State Leg (Upper),State Senate District 40,0,,,,,,
Pennsylvania,42,,41,,State Leg (Upper),State Senate District 41,9,,,,,,
Pennsylvania,42,,42,,State Leg (Upper),State Senate District 42,0,,,,,,
Pennsylvania,42,,43,,State Leg (Upper),State Senate District 43,1,,,,,,
Pennsylvania,42,,44,,State Leg (Upper),State Senate District 44,0,,,,,,
Pennsylvania,42,,45,,State Leg (Upper),State Senate District 45,32,,,,,,
Pennsylvania,42,,46,,State Leg (Upper),State Senate District 46,0,,,,,,
Pennsylvania,42,,47,,State Leg (Upper),State Senate District 47,42,,,,,,
Pennsylvania,42,,48,,State Leg (Upper),State Senate District 48,0,,,,,,
Pennsylvania,42,,49,,State Leg (Upper),State Senate District 49,69,Jim Wertz,Daniel Laughlin (incumbent),,https://jimwertz.org/,https://www.votelaughlin.com/,
Pennsylvania,42,,50,,State Leg (Upper),State Senate District 50,0,,,,,,
Wisconsin,55,,1,,State Leg (Upper),State Senate District 1,0,,,,,,
Wisconsin,55,,2,,State Leg (Upper),State Senate District 2,13,,,,,,
Wisconsin,55,,3,,State Leg (Upper),State Senate District 3,0,,,,,,
Wisconsin,55,,4,,State Leg (Upper),State Senate District 4,1,,,,,,
Wisconsin,55,,5,,State Leg (Upper),State Senate District 5,0,,,,,,
Wisconsin,55,,6,,State Leg (Upper),State Senate District 6,1,,,,,,
